annotator_sentiment-train-micro-f1,annotator_sentiment-dev-micro-f1,annotator_sentiment-train-macro-f1,annotator_sentiment-dev-macro-f1
0.32174293027030404,0.3104,0.23757793510118885,0.24688788377110954
0.42760394792104156,0.446959609409676,0.19386555307566491,0.19079674863677815
0.4590420036787865,0.442410048967426,0.299147563882043,0.28186576870935914
0.3669550224441868,0.3342805476621028,0.24652625395558564,0.2276350281677244
0.3955650128793818,0.3638122883405902,0.30620632680525284,0.27804171442526077
0.5025900771267411,0.4915057915057915,0.28141568434751346,0.26394454391543
0.49730854480481296,0.48358904641678,0.27978508436469207,0.26286021373223023
0.4896380586170665,0.3947112580206105,0.37239014012752425,0.30534571091916435
0.5058507986992951,0.407754846779237,0.3861593083051763,0.3105841312823905
